Time,load_MW,solar_MW,wind_MW,net_load_MW,source,as_of_date,hour,ev_load_MW_low,net_load_plus_ev_MW_low,ev_load_MW_mid,net_load_plus_ev_MW_mid,ev_load_MW_high,net_load_plus_ev_MW_high
2025-04-16 00:00:00-07:00,22068,0.0,3414.5833333333335,18653.416666666668,CAISO via gridstatus,2025-04-16,0,1046.16888107852,19699.585547745188,1459.4055891045355,20112.822255771203,1726.178653779558,20379.595320446228
2025-04-16 01:00:00-07:00,21359,0.0,3240.25,18118.75,CAISO via gridstatus,2025-04-16,1,837.1732844859146,18955.923284485914,1167.856731857851,19286.60673185785,1381.3359194017592,19500.085919401758
2025-04-16 02:00:00-07:00,20750,0.0,3086.1666666666665,17663.833333333332,CAISO via gridstatus,2025-04-16,2,541.2132955264626,18205.046628859796,754.9925472594155,18418.825880592747,893.0019376186634,18556.835270951997
2025-04-16 03:00:00-07:00,20685,0.0,3177.6666666666665,17507.333333333332,CAISO via gridstatus,2025-04-16,3,319.2080056163003,17826.54133894963,445.29516783473895,17952.62850116807,526.6932092668955,18034.026542600226
2025-04-16 04:00:00-07:00,21167,0.0,3665.0833333333335,17501.916666666668,CAISO via gridstatus,2025-04-16,4,182.7056520988478,17684.622318765516,254.87438467789266,17756.79105134456,301.4643259630989,17803.380992629765
2025-04-16 05:00:00-07:00,21721,0.0,3649.25,18071.75,CAISO via gridstatus,2025-04-16,5,138.14861677207995,18209.89861677208,192.71732039705154,18264.467320397052,227.94521767393192,18299.695217673932
2025-04-16 06:00:00-07:00,23106,605.1666666666666,3531.3333333333335,18969.5,CAISO via gridstatus,2025-04-16,6,209.14566010436522,19178.645660104365,291.7581958455895,19261.25819584559,345.0903391722026,19314.590339172202
2025-04-16 07:00:00-07:00,24858,7238.25,3279.8333333333335,14339.916666666666,CAISO via gridstatus,2025-04-16,7,377.7268613697238,14717.64352803639,526.9289716107647,14866.845638277431,623.2493212600443,14963.16598792671
2025-04-16 08:00:00-07:00,26056,15209.0,2883.3333333333335,7963.666666666666,CAISO via gridstatus,2025-04-16,8,548.1524392944,8511.819105961065,764.672652815688,8728.339319482355,904.45152483576,8868.118191502426
2025-04-16 09:00:00-07:00,26800,17627.416666666668,3037.0,6135.583333333332,CAISO via gridstatus,2025-04-16,9,616.1275139760697,6751.710847309402,859.4978819966174,6995.081215329949,1016.6103980605152,7152.193731393847
2025-04-16 10:00:00-07:00,27246,19276.25,3359.25,4610.5,CAISO via gridstatus,2025-04-16,10,588.0331111955833,5198.533111195583,820.3061901178388,5430.806190117839,970.2546334727125,5580.754633472712
2025-04-16 11:00:00-07:00,26958,20061.75,3518.5833333333335,3377.6666666666665,CAISO via gridstatus,2025-04-16,11,530.6393621657975,3908.306028832464,740.2419102212875,4117.908576887954,875.5549475735659,4253.221614240232
2025-04-16 12:00:00-07:00,26659,20225.833333333332,3775.3333333333335,2657.8333333333344,CAISO via gridstatus,2025-04-16,12,498.49102688042507,3156.3243602137595,695.394982498193,3353.2283158315277,822.5101943527014,3480.343527686036
2025-04-16 13:00:00-07:00,26046,19429.333333333332,4191.416666666667,2425.250000000001,CAISO via gridstatus,2025-04-16,13,474.86304645488434,2900.113046454885,662.4339498045637,3087.6839498045647,783.5240266505592,3208.7740266505602
2025-04-16 14:00:00-07:00,24830,18576.25,4648.0,1605.75,CAISO via gridstatus,2025-04-16,14,449.1349160938244,2054.8849160938244,626.5432079508851,2232.293207950885,741.0726115548104,2346.8226115548105
2025-04-16 15:00:00-07:00,23866,17403.25,4984.166666666667,1478.583333333333,CAISO via gridstatus,2025-04-16,15,413.22168689025705,1891.80502022359,576.4442532119086,2055.027586545242,681.8157833689241,2160.3991167022573
2025-04-16 16:00:00-07:00,23471,15291.916666666666,5136.0,3043.083333333334,CAISO via gridstatus,2025-04-16,16,322.34529400994285,3365.4286273432767,449.67168514387026,3492.7550184772044,531.8697351164058,3574.9530684497395
2025-04-16 17:00:00-07:00,23423,11712.416666666666,5228.75,6481.833333333334,CAISO via gridstatus,2025-04-16,17,315.1925130257562,6797.02584635909,439.69355567093,6921.526889004264,520.0676464924978,7001.900979825832
2025-04-16 18:00:00-07:00,24276,4617.583333333333,5495.833333333333,14162.583333333336,CAISO via gridstatus,2025-04-16,18,365.14739940115334,14527.73073273449,509.38062216460895,14671.963955497944,602.4932090119031,14765.07654234524
2025-04-16 19:00:00-07:00,25768,303.8333333333333,5799.75,19664.416666666668,CAISO via gridstatus,2025-04-16,19,387.9496608974527,20052.36632756412,541.1897769519466,20205.606443618613,640.116940480797,20304.533607147467
2025-04-16 20:00:00-07:00,26133,24.5,5653.166666666667,20455.333333333332,CAISO via gridstatus,2025-04-16,20,416.9636647056716,20872.296998039004,581.6643122644119,21036.997645597745,687.9900467643582,21143.32338009769
2025-04-16 21:00:00-07:00,25597,7.416666666666667,5555.166666666667,20034.416666666664,CAISO via gridstatus,2025-04-16,21,581.8738541513253,20616.29052081799,811.7140265410989,20846.130693207764,960.0918593496868,20994.50852601635
2025-04-16 22:00:00-07:00,24487,9.666666666666666,5491.416666666667,18985.916666666664,CAISO via gridstatus,2025-04-16,22,719.0562984609893,19704.972965127654,1003.0835363530801,19989.000203019743,1186.4428924606325,20172.359559127297
2025-04-16 23:00:00-07:00,23166,9.75,5696.916666666667,17459.333333333332,CAISO via gridstatus,2025-04-16,23,1007.317955344241,18466.651288677574,1405.2085477052165,18864.54188103855,1662.0746263179979,19121.40795965133
