Time,Solar,Wind,Geothermal,Biomass,Biogas,Small Hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other,source,as_of_date
2024-09-05 12:00:00-07:00,17606.083333333332,866.3333333333334,782.6666666666666,347.1666666666667,156.25,239.83333333333334,0.0,2243.8333333333335,13793.0,1669.3333333333333,-1899.9166666666667,206.08333333333334,0.0,CAISO via gridstatus,2024-09-05
2024-09-05 13:00:00-07:00,17554.666666666668,890.4166666666666,781.5833333333334,344.4166666666667,164.5,238.75,0.0,2244.4166666666665,15251.0,2001.3333333333333,-701.25,288.6666666666667,0.0,CAISO via gridstatus,2024-09-05
2024-09-05 14:00:00-07:00,17359.166666666668,1005.0833333333334,784.1666666666666,343.3333333333333,165.08333333333334,239.0,0.0,2247.0833333333335,17342.416666666668,2591.0833333333335,-503.0,413.5833333333333,0.0,CAISO via gridstatus,2024-09-05
2024-09-05 15:00:00-07:00,16830.416666666668,1302.25,785.3333333333334,345.6666666666667,166.41666666666666,251.58333333333334,0.0,2246.6666666666665,20088.583333333332,2931.4166666666665,-653.5,719.0,0.0,CAISO via gridstatus,2024-09-05
2024-09-05 16:00:00-07:00,15614.5,1566.5833333333333,784.9166666666666,348.4166666666667,169.25,256.6666666666667,0.0,2244.4166666666665,20810.416666666668,3591.5833333333335,-566.25,1937.1666666666667,0.0,CAISO via gridstatus,2024-09-05
2024-09-05 17:00:00-07:00,11512.75,2091.9166666666665,799.9166666666666,350.6666666666667,170.5,271.4166666666667,0.0,2244.9166666666665,21594.75,4421.916666666667,1750.6666666666667,2649.3333333333335,0.0,CAISO via gridstatus,2024-09-05
2024-09-05 18:00:00-07:00,3361.75,2585.0,812.6666666666666,351.8333333333333,169.91666666666666,277.8333333333333,0.0,2245.9166666666665,22914.5,5156.25,5485.75,4041.75,0.0,CAISO via gridstatus,2024-09-05
2024-09-05 19:00:00-07:00,18.916666666666668,3190.1666666666665,818.6666666666666,351.25,168.66666666666666,275.25,0.0,2244.9166666666665,22778.083333333332,5298.833333333333,5304.5,5052.416666666667,0.0,CAISO via gridstatus,2024-09-05
2024-09-05 20:00:00-07:00,0.0,3401.8333333333335,817.0833333333334,352.25,169.5,273.6666666666667,0.0,2245.1666666666665,21944.083333333332,4979.166666666667,4692.666666666667,5041.833333333333,0.0,CAISO via gridstatus,2024-09-05
2024-09-05 21:00:00-07:00,0.0,3276.4166666666665,805.8333333333334,355.1666666666667,170.58333333333334,269.25,0.0,2246.8333333333335,21237.25,4333.416666666667,3901.3333333333335,4808.833333333333,0.0,CAISO via gridstatus,2024-09-05
2024-09-05 22:00:00-07:00,0.0,3303.6666666666665,798.1666666666666,348.0,169.75,259.9166666666667,0.0,2250.25,19815.666666666668,3875.1666666666665,2382.9166666666665,4546.916666666667,0.0,CAISO via gridstatus,2024-09-05
2024-09-05 23:00:00-07:00,0.0,3127.9166666666665,797.75,341.75,169.58333333333334,253.33333333333334,0.0,2251.0,18666.75,3357.4166666666665,676.4166666666666,4496.75,0.0,CAISO via gridstatus,2024-09-05
