Time,load_MW,solar_MW,wind_MW,net_load_MW,source,as_of_date
2025-01-13 00:00:00-08:00,21884,0.0,976.1666666666666,20907.833333333332,CAISO via gridstatus,2025-01-13
2025-01-13 01:00:00-08:00,21303,0.0,1252.1666666666667,20050.833333333332,CAISO via gridstatus,2025-01-13
2025-01-13 02:00:00-08:00,21097,0.0,1347.8333333333333,19749.166666666668,CAISO via gridstatus,2025-01-13
2025-01-13 03:00:00-08:00,21057,0.0,1558.4166666666667,19498.583333333332,CAISO via gridstatus,2025-01-13
2025-01-13 04:00:00-08:00,21164,0.0,1706.0833333333333,19457.916666666668,CAISO via gridstatus,2025-01-13
2025-01-13 05:00:00-08:00,22744,0.0,2456.4166666666665,20287.583333333332,CAISO via gridstatus,2025-01-13
2025-01-13 06:00:00-08:00,25028,0.0,2737.9166666666665,22290.083333333332,CAISO via gridstatus,2025-01-13
2025-01-13 07:00:00-08:00,26957,2434.75,2703.75,21818.5,CAISO via gridstatus,2025-01-13
2025-01-13 08:00:00-08:00,27197,11160.083333333334,2609.1666666666665,13427.75,CAISO via gridstatus,2025-01-13
2025-01-13 09:00:00-08:00,26633,15188.333333333334,2777.9166666666665,8666.75,CAISO via gridstatus,2025-01-13
2025-01-13 10:00:00-08:00,25270,15508.25,3101.1666666666665,6660.583333333334,CAISO via gridstatus,2025-01-13
2025-01-13 11:00:00-08:00,24658,15294.083333333334,2954.5,6409.416666666666,CAISO via gridstatus,2025-01-13
2025-01-13 12:00:00-08:00,23996,15277.916666666666,2498.0,6220.083333333334,CAISO via gridstatus,2025-01-13
2025-01-13 13:00:00-08:00,24364,15242.833333333334,2214.6666666666665,6906.5,CAISO via gridstatus,2025-01-13
2025-01-13 14:00:00-08:00,24831,15093.416666666666,2079.5833333333335,7658.0,CAISO via gridstatus,2025-01-13
2025-01-13 15:00:00-08:00,23528,11797.916666666666,1595.6666666666667,10134.416666666668,CAISO via gridstatus,2025-01-13
2025-01-13 16:00:00-08:00,24564,2900.5,1191.9166666666667,20471.583333333332,CAISO via gridstatus,2025-01-13
2025-01-13 17:00:00-08:00,26791,0.0,785.8333333333334,26005.166666666668,CAISO via gridstatus,2025-01-13
2025-01-13 18:00:00-08:00,27194,0.0,715.0,26479.0,CAISO via gridstatus,2025-01-13
2025-01-13 19:00:00-08:00,26759,0.0,715.3333333333334,26043.666666666668,CAISO via gridstatus,2025-01-13
2025-01-13 20:00:00-08:00,26284,0.0,761.9166666666666,25522.083333333332,CAISO via gridstatus,2025-01-13
2025-01-13 21:00:00-08:00,25792,0.0,850.6666666666666,24941.333333333332,CAISO via gridstatus,2025-01-13
2025-01-13 22:00:00-08:00,24342,0.0,989.25,23352.75,CAISO via gridstatus,2025-01-13
2025-01-13 23:00:00-08:00,22863,0.0,1063.0,21800.0,CAISO via gridstatus,2025-01-13
