Time,Solar,Wind,Geothermal,Biomass,Biogas,Small Hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other,source,as_of_date
2025-04-16 00:00:00-07:00,0.0,3414.5833333333335,914.9166666666666,151.08333333333334,85.16666666666667,254.16666666666666,2.0833333333333335,1134.0833333333333,6300.75,3405.4166666666665,226.5,6034.083333333333,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 01:00:00-07:00,0.0,3240.25,915.25,152.16666666666666,86.16666666666667,253.5,1.5,1134.3333333333333,5799.333333333333,3195.0,17.666666666666668,6371.916666666667,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 02:00:00-07:00,0.0,3086.1666666666665,916.0833333333334,153.58333333333334,88.16666666666667,253.41666666666666,1.5,1134.25,5520.75,3199.25,-199.25,6465.25,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 03:00:00-07:00,0.0,3177.6666666666665,812.6666666666666,154.41666666666666,88.41666666666667,250.75,1.6666666666666667,1134.25,5186.416666666667,3260.75,-339.25,6621.416666666667,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 04:00:00-07:00,0.0,3665.0833333333335,771.8333333333334,153.08333333333334,88.66666666666667,250.66666666666666,1.9166666666666667,1133.75,5086.916666666667,3329.5,-559.1666666666666,6790.25,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 05:00:00-07:00,0.0,3649.25,777.6666666666666,151.58333333333334,89.08333333333333,251.0,1.6666666666666667,1134.4166666666667,4841.916666666667,3108.25,663.9166666666666,6839.0,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 06:00:00-07:00,605.1666666666666,3531.3333333333335,779.5833333333334,149.25,84.75,251.16666666666666,2.0,1134.75,4868.5,3234.25,2824.6666666666665,5611.25,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 07:00:00-07:00,7238.25,3279.8333333333335,778.6666666666666,151.33333333333334,83.75,251.41666666666666,1.4166666666666667,1134.4166666666667,4106.75,3073.8333333333335,198.0,3965.0,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 08:00:00-07:00,15209.0,2883.3333333333335,771.6666666666666,152.5,83.58333333333333,244.08333333333334,1.1666666666666667,1134.6666666666667,3048.75,2308.1666666666665,-1741.9166666666667,495.5,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 09:00:00-07:00,17627.416666666668,3037.0,768.6666666666666,151.16666666666666,82.83333333333333,244.25,0.16666666666666666,1134.6666666666667,2478.6666666666665,1544.5,-3025.8333333333335,0.0,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 10:00:00-07:00,19276.25,3359.25,762.6666666666666,153.25,82.25,244.75,0.75,1134.3333333333333,2036.0,1192.3333333333333,-4598.75,0.0,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 11:00:00-07:00,20061.75,3518.5833333333335,755.5833333333334,152.08333333333334,82.41666666666667,232.58333333333334,0.8333333333333334,1134.5,1839.5833333333333,905.1666666666666,-5644.666666666667,0.0,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 12:00:00-07:00,20225.833333333332,3775.3333333333335,747.4166666666666,149.83333333333334,82.83333333333333,230.25,0.5,1135.3333333333333,1813.25,786.9166666666666,-6926.416666666667,0.0,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 13:00:00-07:00,19429.333333333332,4191.416666666667,746.0833333333334,151.08333333333334,83.5,229.58333333333334,0.4166666666666667,1135.0833333333333,1780.4166666666667,547.4166666666666,-7097.5,0.0,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 14:00:00-07:00,18576.25,4648.0,754.75,152.0,83.5,228.58333333333334,0.8333333333333334,1134.5833333333333,1743.8333333333333,697.75,-6115.166666666667,0.0,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 15:00:00-07:00,17403.25,4984.166666666667,756.4166666666666,151.91666666666666,82.75,228.25,0.9166666666666666,1134.9166666666667,1715.3333333333333,1057.3333333333333,-4189.5,0.0,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 16:00:00-07:00,15291.916666666666,5136.0,728.75,153.75,83.08333333333333,233.25,0.08333333333333333,1135.5,1846.1666666666667,1172.4166666666667,-2243.4166666666665,0.0,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 17:00:00-07:00,11712.416666666666,5228.75,726.0,150.33333333333334,83.16666666666667,245.25,0.0,1135.0833333333333,2046.5,1944.0833333333333,-408.5833333333333,394.1666666666667,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 18:00:00-07:00,4617.583333333333,5495.833333333333,702.5833333333334,150.33333333333334,82.83333333333333,249.33333333333334,0.0,1133.9166666666667,2332.0833333333335,3504.8333333333335,1844.8333333333333,4247.416666666667,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 19:00:00-07:00,303.8333333333333,5799.75,715.6666666666666,148.75,82.5,251.83333333333334,0.0,1134.25,2685.0833333333335,3861.5833333333335,6143.666666666667,4900.75,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 20:00:00-07:00,24.5,5653.166666666667,707.0,132.41666666666666,82.5,251.5,0.0,1134.25,3057.3333333333335,3809.9166666666665,6619.0,5176.166666666667,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 21:00:00-07:00,7.416666666666667,5555.166666666667,709.9166666666666,133.75,81.66666666666667,251.33333333333334,0.3333333333333333,1134.25,3471.1666666666665,3779.1666666666665,5146.5,5850.166666666667,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 22:00:00-07:00,9.666666666666666,5491.416666666667,723.4166666666666,131.0,81.58333333333333,251.33333333333334,0.16666666666666666,1134.3333333333333,3584.8333333333335,3852.5,3410.5833333333335,6332.333333333333,0.0,CAISO via gridstatus,2025-04-16
2025-04-16 23:00:00-07:00,9.75,5696.916666666667,722.1666666666666,128.83333333333334,82.08333333333333,251.33333333333334,0.75,1137.0,3670.1666666666665,3575.0833333333335,1686.5,6830.5,0.0,CAISO via gridstatus,2025-04-16
