Time,load_MW,solar_MW,wind_MW,net_load_MW,source,as_of_date
2026-07-15 00:00:00-07:00,31395,0.0,4688.0,26707.0,CAISO via gridstatus,2026-07-15
2026-07-15 01:00:00-07:00,29535,0.0,4743.333333333333,24791.666666666668,CAISO via gridstatus,2026-07-15
2026-07-15 02:00:00-07:00,28368,0.0,4533.666666666667,23834.333333333332,CAISO via gridstatus,2026-07-15
2026-07-15 03:00:00-07:00,27678,0.0,4006.0833333333335,23671.916666666668,CAISO via gridstatus,2026-07-15
2026-07-15 04:00:00-07:00,27232,0.0,3465.4166666666665,23766.583333333332,CAISO via gridstatus,2026-07-15
2026-07-15 05:00:00-07:00,27297,0.0,3091.6666666666665,24205.333333333332,CAISO via gridstatus,2026-07-15
2026-07-15 06:00:00-07:00,28302,2619.9166666666665,2770.0,22912.083333333332,CAISO via gridstatus,2026-07-15
2026-07-15 07:00:00-07:00,33094,12324.0,2325.5,18444.5,CAISO via gridstatus,2026-07-15
2026-07-15 08:00:00-07:00,36940,18763.666666666668,1876.8333333333333,16299.499999999998,CAISO via gridstatus,2026-07-15
2026-07-15 09:00:00-07:00,37735,20948.833333333332,1572.5833333333333,15213.583333333334,CAISO via gridstatus,2026-07-15
2026-07-15 10:00:00-07:00,37054,21634.166666666668,1509.25,13910.583333333332,CAISO via gridstatus,2026-07-15
2026-07-15 11:00:00-07:00,37317,22231.583333333332,1460.9166666666667,13624.500000000002,CAISO via gridstatus,2026-07-15
2026-07-15 12:00:00-07:00,38244,22364.916666666668,1637.9166666666667,14241.166666666666,CAISO via gridstatus,2026-07-15
2026-07-15 13:00:00-07:00,39210,22143.583333333332,2202.4166666666665,14864.000000000002,CAISO via gridstatus,2026-07-15
2026-07-15 14:00:00-07:00,40380,21223.5,3053.5,16103.0,CAISO via gridstatus,2026-07-15
2026-07-15 15:00:00-07:00,41544,20019.916666666668,3914.75,17609.333333333332,CAISO via gridstatus,2026-07-15
2026-07-15 16:00:00-07:00,42179,18564.916666666668,4231.083333333333,19383.0,CAISO via gridstatus,2026-07-15
2026-07-15 17:00:00-07:00,42861,15553.833333333334,4621.583333333333,22685.583333333332,CAISO via gridstatus,2026-07-15
2026-07-15 18:00:00-07:00,43429,10842.0,5003.833333333333,27583.166666666668,CAISO via gridstatus,2026-07-15
2026-07-15 19:00:00-07:00,42857,2791.8333333333335,5041.583333333333,35023.58333333333,CAISO via gridstatus,2026-07-15
2026-07-15 20:00:00-07:00,41314,0.0,5215.75,36098.25,CAISO via gridstatus,2026-07-15
2026-07-15 21:00:00-07:00,39747,0.0,5555.416666666667,34191.583333333336,CAISO via gridstatus,2026-07-15
2026-07-15 22:00:00-07:00,36965,0.0,5713.916666666667,31251.083333333332,CAISO via gridstatus,2026-07-15
2026-07-15 23:00:00-07:00,33966,0.0,5893.666666666667,28072.333333333332,CAISO via gridstatus,2026-07-15
