Time,load_MW,solar_MW,wind_MW,net_load_MW,source,as_of_date,hour,ev_load_MW_low,net_load_plus_ev_MW_low,ev_load_MW_mid,net_load_plus_ev_MW_mid,ev_load_MW_high,net_load_plus_ev_MW_high
2024-09-05 00:00:00-07:00,30537,0.0,2935.0833333333335,27601.916666666668,CAISO via gridstatus,2024-09-05,0,848.6450744059141,28450.561741072583,1183.85987879625,28785.77654546292,1400.2643727697582,29002.181039436426
2024-09-05 01:00:00-07:00,29670,0.0,2757.0,26913.0,CAISO via gridstatus,2024-09-05,1,549.7317308696041,27462.731730869604,766.8757645630978,27679.875764563098,907.0573559348469,27820.05735593485
2024-09-05 02:00:00-07:00,28926,0.0,2479.5,26446.5,CAISO via gridstatus,2024-09-05,2,324.61985554556986,26771.11985554557,452.84469848607,26899.34469848607,535.6227616501903,26982.12276165019
2024-09-05 03:00:00-07:00,28435,0.0,2337.5833333333335,26097.416666666668,CAISO via gridstatus,2024-09-05,3,186.47511510737317,26283.89178177404,260.1327855747856,26357.549452241452,307.68393992716574,26405.100606593835
2024-09-05 04:00:00-07:00,27528,0.0,2109.9166666666665,25418.083333333332,CAISO via gridstatus,2024-09-05,4,141.58347872534594,25559.666812058676,197.5089528218576,25615.592286155188,233.61273989682084,25651.696073230152
2024-09-05 05:00:00-07:00,27457,0.0,1940.3333333333333,25516.666666666668,CAISO via gridstatus,2024-09-05,5,213.81623080619883,25730.482897472866,298.2736419746474,25814.940308641315,352.7967808302281,25869.463447496895
2024-09-05 06:00:00-07:00,28346,157.16666666666666,1619.3333333333333,26569.5,CAISO via gridstatus,2024-09-05,6,387.8149075167277,26957.314907516728,541.0017959858352,27110.501795985834,639.8945974026008,27209.3945974026
2024-09-05 07:00:00-07:00,30899,5130.666666666667,1296.0,24472.333333333332,CAISO via gridstatus,2024-09-05,7,550.0552461831633,25022.388579516497,767.3270684255127,25239.660401758843,907.5911562022194,25379.92448953555
2024-09-05 08:00:00-07:00,34532,13375.25,1120.5833333333333,20036.166666666668,CAISO via gridstatus,2024-09-05,8,614.8886033920945,20651.05527005876,857.7696017319719,20893.93626839864,1014.566195596956,21050.732862263623
2024-09-05 09:00:00-07:00,35228,16334.083333333334,1042.25,17851.666666666664,CAISO via gridstatus,2024-09-05,9,586.0779730538745,18437.74463972054,817.578772410155,18669.245439076818,967.028655538893,18818.695322205556
2024-09-05 10:00:00-07:00,35572,17558.666666666668,807.1666666666666,17206.166666666664,CAISO via gridstatus,2024-09-05,10,528.5995921383421,17734.766258805008,737.3964310329874,17943.56309769965,872.1893270282646,18078.355993694928
2024-09-05 11:00:00-07:00,36585,17512.583333333332,839.4166666666666,18233.0,CAISO via gridstatus,2024-09-05,11,493.92200788716883,18726.92200788717,689.0212010026006,18922.0212010026,814.9713130138286,19047.97131301383
2024-09-05 12:00:00-07:00,38106,17606.083333333332,866.3333333333334,19633.583333333336,CAISO via gridstatus,2024-09-05,12,461.71187567282414,20095.29520900616,644.0880665635897,20277.671399896924,761.8245948601599,20395.407928193497
2024-09-05 13:00:00-07:00,40230,17554.666666666668,890.4166666666666,21784.916666666664,CAISO via gridstatus,2024-09-05,13,433.0219158062517,22217.938582472914,604.0655725497212,22388.982239216384,714.4861610803154,22499.40282774698
2024-09-05 14:00:00-07:00,42917,17359.166666666668,1005.0833333333334,24552.75,CAISO via gridstatus,2024-09-05,14,386.7259120333261,24939.475912033326,539.48264728649,25092.23264728649,638.0977548549881,25190.84775485499
2024-09-05 15:00:00-07:00,45739,16830.416666666668,1302.25,27606.333333333332,CAISO via gridstatus,2024-09-05,15,301.12909029485564,27907.46242362819,420.07508096132364,28026.408414294656,496.86299898651185,28103.196332319843
2024-09-05 16:00:00-07:00,47340,15614.5,1566.5833333333333,30158.916666666668,CAISO via gridstatus,2024-09-05,16,308.43594646152303,30467.35261312819,430.2681453138247,30589.184811980493,508.91931166151306,30667.83597832818
2024-09-05 17:00:00-07:00,47759,11512.75,2091.9166666666665,34154.333333333336,CAISO via gridstatus,2024-09-05,17,362.18316678131055,34516.516500114645,505.2455176599283,34659.57885099326,597.6022251891625,34751.9355585225
2024-09-05 18:00:00-07:00,46907,3361.75,2585.0,40960.25,CAISO via gridstatus,2024-09-05,18,389.54501115011186,41349.79501115011,543.415290554406,41503.6652905544,642.7492683976847,41602.99926839768
2024-09-05 19:00:00-07:00,45088,18.916666666666668,3190.1666666666665,41878.91666666667,CAISO via gridstatus,2024-09-05,19,424.1567078431458,42303.07337450982,591.6986074411884,42470.61527410786,699.8585679411906,42578.77523460786
2024-09-05 20:00:00-07:00,43503,0.0,3401.8333333333335,40101.166666666664,CAISO via gridstatus,2024-09-05,20,592.4786902187195,40693.64535688538,826.5077728551139,40927.674439521776,977.5898388608873,41078.75650552755
2024-09-05 21:00:00-07:00,41169,0.0,3276.4166666666665,37892.583333333336,CAISO via gridstatus,2024-09-05,21,718.6740927251836,38611.25742605852,1002.5503593516313,38895.13369268497,1185.812252996553,39078.39558632989
2024-09-05 22:00:00-07:00,37771,0.0,3303.6666666666665,34467.333333333336,CAISO via gridstatus,2024-09-05,22,1001.9084183533006,35469.24175168663,1397.6622436028545,35864.99557693619,1653.1488902829462,36120.48222361628
2024-09-05 23:00:00-07:00,34825,0.0,3127.9166666666665,31697.083333333332,CAISO via gridstatus,2024-09-05,23,1079.7993570280585,32776.88269036139,1506.3201030541418,33203.403436387474,1781.6689390962968,33478.75227242963
