Time,Solar,Wind,Geothermal,Biomass,Biogas,Small Hydro,Coal,Nuclear,Natural Gas,Large Hydro,Batteries,Imports,Other,source,as_of_date
2025-04-18 00:00:00-07:00,0.0,6161.416666666667,771.5,156.08333333333334,80.08333333333333,265.9166666666667,0.0,1134.0,3129.75,3502.5,1746.4166666666667,6002.166666666667,0.0,CAISO via gridstatus,2025-04-18
2025-04-18 01:00:00-07:00,0.0,5957.0,761.75,155.33333333333334,80.0,268.3333333333333,0.0,1134.0,3353.1666666666665,3517.6666666666665,1014.3333333333334,5858.25,0.0,CAISO via gridstatus,2025-04-18
2025-04-18 02:00:00-07:00,0.0,5659.166666666667,761.4166666666666,155.0,80.0,272.6666666666667,0.0,1134.3333333333333,3663.0,3245.0,456.0,5579.416666666667,0.0,CAISO via gridstatus,2025-04-18
2025-04-18 03:00:00-07:00,0.0,5420.0,760.3333333333334,157.0,80.0,271.5833333333333,0.0,1134.25,3908.0,3260.1666666666665,334.9166666666667,5061.416666666667,0.0,CAISO via gridstatus,2025-04-18
2025-04-18 04:00:00-07:00,0.0,5138.083333333333,765.9166666666666,158.58333333333334,80.08333333333333,271.4166666666667,0.0,1134.5,4134.333333333333,3442.1666666666665,384.3333333333333,4912.25,0.0,CAISO via gridstatus,2025-04-18
2025-04-18 05:00:00-07:00,0.0,4927.166666666667,779.0833333333334,158.66666666666666,80.33333333333333,274.1666666666667,0.0,1135.0,4425.25,3563.9166666666665,1181.1666666666667,4896.083333333333,0.0,CAISO via gridstatus,2025-04-18
2025-04-18 06:00:00-07:00,710.5833333333334,4719.833333333333,767.5,157.0,80.91666666666667,273.6666666666667,0.0,1134.3333333333333,4489.166666666667,3738.0833333333335,2459.0,4121.083333333333,0.0,CAISO via gridstatus,2025-04-18
2025-04-18 07:00:00-07:00,7367.083333333333,4597.166666666667,748.0833333333334,156.91666666666666,80.58333333333333,274.9166666666667,0.0,1134.75,4085.6666666666665,3257.5833333333335,-379.25,2753.5833333333335,0.0,CAISO via gridstatus,2025-04-18
2025-04-18 08:00:00-07:00,14194.666666666666,4153.416666666667,762.5,157.83333333333334,80.5,270.6666666666667,0.0,1135.0833333333333,1886.3333333333333,2749.0,-2364.1666666666665,1568.8333333333333,0.0,CAISO via gridstatus,2025-04-18
2025-04-18 09:00:00-07:00,15185.666666666666,4007.3333333333335,751.9166666666666,157.33333333333334,80.25,268.6666666666667,0.0,1134.75,1523.0,2362.6666666666665,-1976.75,1010.25,0.0,CAISO via gridstatus,2025-04-18
2025-04-18 10:00:00-07:00,17375.25,3757.25,742.25,159.41666666666666,79.33333333333333,261.5833333333333,0.0,1133.8333333333333,1513.75,1755.6666666666667,-3242.5833333333335,0.0,0.0,CAISO via gridstatus,2025-04-18
